No.	NAME	MW	AMW	Sv	Se	Sp	Si	Mv	Me	Mp	Mi	GD	nAT	nSK	nTA	nBT	nBO	nBM	SCBO	RBN	RBF	nDB	nTB	nAB	nH	nC	nN	nO	nP	nS	nF	nCL	nBR	nI	nB	nHM	nHet	nX	H%	C%	N%	O%	X%	nCsp3	nCsp2	nCsp	max_conj_path	nStructures	totalcharge
83	methylpyrazine	94.13	7.24076923076923	8.0964	12.9708	8.5342	14.827	0.6228	0.997753846153846	0.656476923076923	1.14053846153846	0.333333333333333	13	7	1	13	7	6	10	0	0	0	0	6	6	5	2	0	0	0	0	0	0	0	0	0	2	0	46.1538461538462	38.4615384615385	15.3846153846154	0	0	1	4	0	6	1	0
84	ethoxypropanol	104.17	5.48263157894737	9.5904	18.9562	10.4774	21.91	0.504757894736842	0.997694736842106	0.551442105263158	1.15315789473684	0.285714285714286	19	7	3	18	6	0	6	3	0.166666666666667	0	0	0	12	5	0	2	0	0	0	0	0	0	0	0	2	0	63.1578947368421	26.3157894736842	0	10.5263157894737	0	5	0	0	0	1	0
85	1-(methylthio)ethanethiol	108.25	8.32692307692308	7.4814	12.6872	9.341	14.5008	0.575492307692308	0.975938461538462	0.718538461538461	1.11544615384615	0.4	13	5	3	12	4	0	4	1	0.0833333333333333	0	0	0	8	3	0	0	0	2	0	0	0	0	0	2	2	0	61.5384615384615	23.0769230769231	0	0	0	3	0	0	0	1	0
86	2-hexenal	98.1600000000001	5.77411764705883	9.3488	16.7453	10.2615	19.2854	0.549929411764706	0.985017647058824	0.603617647058823	1.13443529411765	0.285714285714286	17	7	2	16	6	2	8	3	0.1875	2	0	0	10	6	0	1	0	0	0	0	0	0	0	0	1	0	58.8235294117647	35.2941176470588	0	5.88235294117647	0	3	3	0	4	1	0
87	(E)-2-hexenal	98.1600000000001	5.77411764705883	9.3488	16.7453	10.2615	19.2854	0.549929411764706	0.985017647058824	0.603617647058823	1.13443529411765	0.285714285714286	17	7	2	16	6	2	8	3	0.1875	2	0	0	10	6	0	1	0	0	0	0	0	0	0	0	1	0	58.8235294117647	35.2941176470588	0	5.88235294117647	0	3	3	0	4	1	0
88	isopropylbutanoate	130.21	5.66130434782609	12.1172	22.8398	13.2388	26.3252	0.526834782608696	0.993034782608696	0.5756	1.14457391304348	0.222222222222222	23	9	4	22	8	1	9	4	0.181818181818182	1	0	0	14	7	0	2	0	0	0	0	0	0	0	0	2	0	60.8695652173913	30.4347826086957	0	8.69565217391304	0	6	1	0	0	1	0
89	furfurylalcohol	98.11	7.54692307692308	8.01	13.3054	8.1932	14.6644	0.616153846153846	1.02349230769231	0.630246153846154	1.12803076923077	0.333333333333333	13	7	1	13	7	5	9.5	1	0.0769230769230769	0	0	5	6	5	0	2	0	0	0	0	0	0	0	0	2	0	46.1538461538462	38.4615384615385	0	15.3846153846154	0	1	4	0	5	1	0
90	ethylmethylbutyrate	129.2	5.87272727272727	11.8538	21.898	12.8581	25.1176	0.538809090909091	0.995363636363637	0.58445909090909	1.14170909090909	0.222222222222222	22	9	5	21	8	1	9	3	0.142857142857143	1	0	0	13	7	0	2	0	0	0	0	0	0	0	0	2	0	59.0909090909091	31.8181818181818	0	9.09090909090909	0	6	1	0	0	1	-1
91	ethyl3-methylbutanoate	130.21	5.66130434782609	12.1172	22.8398	13.2388	26.3252	0.526834782608696	0.993034782608696	0.5756	1.14457391304348	0.222222222222222	23	9	4	22	8	1	9	4	0.181818181818182	1	0	0	14	7	0	2	0	0	0	0	0	0	0	0	2	0	60.8695652173913	30.4347826086957	0	8.69565217391304	0	6	1	0	0	1	0
92	2-hexenal	98.1600000000001	5.77411764705883	9.3488	16.7453	10.2615	19.2854	0.549929411764706	0.985017647058824	0.603617647058823	1.13443529411765	0.285714285714286	17	7	2	16	6	2	8	3	0.1875	2	0	0	10	6	0	1	0	0	0	0	0	0	0	0	1	0	58.8235294117647	35.2941176470588	0	5.88235294117647	0	3	3	0	4	1	0
93	isovalericacid	102.15	6.00882352941177	9.0636	17.0726	9.716	19.4948	0.533152941176471	1.00427058823529	0.571529411764706	1.14675294117647	0.285714285714286	17	7	4	16	6	1	7	2	0.125	1	0	0	10	5	0	2	0	0	0	0	0	0	0	0	2	0	58.8235294117647	29.4117647058824	0	11.7647058823529	0	4	1	0	0	1	0
94	methylfuranthiol	114.18	8.78307692307693	8.4823	13.0545	9.3864	14.375	0.652484615384615	1.00419230769231	0.722030769230769	1.10576923076923	0.333333333333333	13	7	2	13	7	5	9.5	0	0	0	0	5	6	5	0	1	0	1	0	0	0	0	0	1	2	0	46.1538461538462	38.4615384615385	0	7.69230769230769	0	1	4	0	5	1	0
95	(Z)-3-hexenol	100.18	5.27263157894737	9.87560000000001	18.6289	11.0229	21.7006	0.519768421052632	0.980468421052632	0.580152631578947	1.14213684210526	0.285714285714286	19	7	2	18	6	1	7	3	0.166666666666667	1	0	0	12	6	0	1	0	0	0	0	0	0	0	0	1	0	63.1578947368421	31.5789473684211	0	5.26315789473684	0	4	2	0	0	1	0
96	methylbutanone	86.1500000000001	5.384375	8.3488	15.7453	9.2615	18.2854	0.5218	0.98408125	0.57884375	1.1428375	0.333333333333333	16	6	3	15	5	1	6	2	0.133333333333333	1	0	0	10	5	0	1	0	0	0	0	0	0	0	0	1	0	62.5	31.25	0	6.25	0	4	1	0	0	1	0
97	heptenone	112.19	5.6095	10.8756	19.6289	12.0229	22.7006	0.54378	0.981445	0.601145	1.13503	0.25	20	8	3	19	7	2	9	3	0.157894736842105	2	0	0	12	7	0	1	0	0	0	0	0	0	0	0	1	0	60	35	0	5	0	4	3	0	4	1	0
98	methylbutyricacid	102.15	6.00882352941177	9.0636	17.0726	9.716	19.4948	0.533152941176471	1.00427058823529	0.571529411764706	1.14675294117647	0.285714285714286	17	7	4	16	6	1	7	2	0.125	1	0	0	10	5	0	2	0	0	0	0	0	0	0	0	2	0	58.8235294117647	29.4117647058824	0	11.7647058823529	0	4	1	0	0	1	0
99	hexanol	102.2	4.86666666666667	10.4024	20.5125	11.7843	24.1158	0.495352380952381	0.976785714285715	0.561157142857142	1.14837142857143	0.285714285714286	21	7	2	20	6	0	6	4	0.2	0	0	0	14	6	0	1	0	0	0	0	0	0	0	0	1	0	66.6666666666667	28.5714285714286	0	4.76190476190476	0	6	0	0	0	1	0
100	heptanol	116.23	4.84291666666667	11.9292	23.3961	13.5457	27.531	0.49705	0.9748375	0.564404166666666	1.147125	0.25	24	8	2	23	7	0	7	5	0.217391304347826	0	0	0	16	7	0	1	0	0	0	0	0	0	0	0	1	0	66.6666666666667	29.1666666666667	0	4.16666666666667	0	7	0	0	0	1	0
101	dimethylthiazole	113.2	8.08571428571429	8.7889	13.829	9.9376	15.6639	0.627778571428572	0.987785714285715	0.709828571428571	1.11885	0.333333333333333	14	7	2	14	7	5	9.5	0	0	0	0	5	7	5	1	0	0	1	0	0	0	0	0	1	2	0	50	35.7142857142857	7.14285714285714	0	0	2	3	0	5	1	0
102	isoamylacetate	129.2	5.87272727272727	11.8538	21.898	12.8581	25.1176	0.538809090909091	0.995363636363637	0.58445909090909	1.14170909090909	0.222222222222222	22	9	4	21	8	1	9	4	0.19047619047619	1	0	0	13	7	0	2	0	0	0	0	0	0	0	0	2	0	59.0909090909091	31.8181818181818	0	9.09090909090909	0	6	1	0	0	1	-1
103	2-methylbutylacetate	129.2	5.87272727272727	11.8538	21.898	12.8581	25.1176	0.538809090909091	0.995363636363637	0.58445909090909	1.14170909090909	0.222222222222222	22	9	4	21	8	1	9	4	0.19047619047619	1	0	0	13	7	0	2	0	0	0	0	0	0	0	0	2	0	59.0909090909091	31.8181818181818	0	9.09090909090909	0	6	1	0	0	1	-1
104	2-hexenol	100.18	5.27263157894737	9.87560000000001	18.6289	11.0229	21.7006	0.519768421052632	0.980468421052632	0.580152631578947	1.14213684210526	0.285714285714286	19	7	2	18	6	1	7	3	0.166666666666667	1	0	0	12	6	0	1	0	0	0	0	0	0	0	0	1	0	63.1578947368421	31.5789473684211	0	5.26315789473684	0	4	2	0	0	1	0
105	methional	104.19	7.44214285714286	8.0091	13.9381	9.1478	15.7902	0.572078571428571	0.995578571428572	0.653414285714286	1.12787142857143	0.333333333333333	14	6	2	13	5	1	6	3	0.230769230769231	1	0	0	8	4	0	1	0	1	0	0	0	0	0	1	2	0	57.1428571428571	28.5714285714286	0	7.14285714285714	0	3	1	0	0	1	0
106	o-picoline	93.14	6.65285714285715	8.6018	13.7526	9.2899	15.7439	0.614414285714286	0.982328571428572	0.663564285714286	1.12456428571429	0.333333333333333	14	7	1	14	7	6	10	0	0	0	0	6	7	6	1	0	0	0	0	0	0	0	0	0	1	0	50	42.8571428571429	7.14285714285714	0	0	1	5	0	6	1	0
107	(E)-2-hexenol	100.18	5.27263157894737	9.87560000000001	18.6289	11.0229	21.7006	0.519768421052632	0.980468421052632	0.580152631578947	1.14213684210526	0.285714285714286	19	7	2	18	6	1	7	3	0.166666666666667	1	0	0	12	6	0	1	0	0	0	0	0	0	0	0	1	0	63.1578947368421	31.5789473684211	0	5.26315789473684	0	4	2	0	0	1	0
108	o-xylene	106.18	5.89888888888889	10.634	17.418	11.807	20.076	0.590777777777778	0.967666666666667	0.655944444444444	1.11533333333333	0.285714285714286	18	8	2	18	8	6	11	0	0	0	0	6	10	8	0	0	0	0	0	0	0	0	0	0	0	0	55.5555555555556	44.4444444444444	0	0	0	2	6	0	6	1	0
109	heptanone	114.21	5.19136363636364	11.4024	21.5125	12.7843	25.1158	0.518290909090909	0.977840909090909	0.581104545454545	1.14162727272727	0.25	22	8	3	21	7	1	8	4	0.19047619047619	1	0	0	14	7	0	1	0	0	0	0	0	0	0	0	1	0	63.6363636363636	31.8181818181818	0	4.54545454545455	0	6	1	0	0	1	0
110	mercaptopentanone	118.22	6.95411764705883	9.5359	16.8217	10.9092	19.2054	0.560935294117647	0.989511764705883	0.641717647058823	1.12972941176471	0.285714285714286	17	7	3	16	6	1	7	3	0.1875	1	0	0	10	5	0	1	0	1	0	0	0	0	0	1	2	0	58.8235294117647	29.4117647058824	0	5.88235294117647	0	4	1	0	0	1	0
111	styrene	104.16	6.51	10.1072	15.5344	11.0456	17.6608	0.6317	0.9709	0.69035	1.1038	0.285714285714286	16	8	1	16	8	7	12	1	0.0625	1	0	6	8	8	0	0	0	0	0	0	0	0	0	0	0	0	50	50	0	0	0	0	8	0	8	1	0
112	acetylfuran	110.12	7.86571428571429	9.01	14.3054	9.1932	15.6644	0.643571428571429	1.02181428571429	0.656657142857143	1.11888571428571	0.285714285714286	14	8	2	14	8	6	11.5	1	0.0714285714285714	1	0	5	6	6	0	2	0	0	0	0	0	0	0	0	2	0	42.8571428571429	42.8571428571429	0	14.2857142857143	0	1	5	0	7	1	0
113	methyl-2-(methylthio)acetate	120.19	8.01266666666667	8.7239	15.2654	9.6023	16.9996	0.581593333333333	1.01769333333333	0.640153333333333	1.13330666666667	0.285714285714286	15	7	3	14	6	1	7	3	0.214285714285714	1	0	0	8	4	0	2	0	1	0	0	0	0	0	1	3	0	53.3333333333333	26.6666666666667	0	13.3333333333333	0	3	1	0	0	1	0
114	propylbutyrate	130.21	5.66130434782609	12.1172	22.8398	13.2388	26.3252	0.526834782608696	0.993034782608696	0.5756	1.14457391304348	0.222222222222222	23	9	3	22	8	1	9	5	0.227272727272727	1	0	0	14	7	0	2	0	0	0	0	0	0	0	0	2	0	60.8695652173913	30.4347826086957	0	8.69565217391304	0	6	1	0	0	1	0
115	ethylvalerate	130.21	5.66130434782609	12.1172	22.8398	13.2388	26.3252	0.526834782608696	0.993034782608696	0.5756	1.14457391304348	0.222222222222222	23	9	3	22	8	1	9	5	0.227272727272727	1	0	0	14	7	0	2	0	0	0	0	0	0	0	0	2	0	60.8695652173913	30.4347826086957	0	8.69565217391304	0	6	1	0	0	1	0
116	mercaptopentanone	118.22	6.95411764705883	9.5359	16.8217	10.9092	19.2054	0.560935294117647	0.989511764705883	0.641717647058823	1.12972941176471	0.285714285714286	17	7	3	16	6	1	7	3	0.1875	1	0	0	10	5	0	1	0	1	0	0	0	0	0	1	2	0	58.8235294117647	29.4117647058824	0	5.88235294117647	0	4	1	0	0	1	0
117	methyltetrahydrofuranthiol	118.22	6.95411764705883	9.5359	16.8217	10.9092	19.2054	0.560935294117647	0.989511764705883	0.641717647058823	1.12972941176471	0.333333333333333	17	7	2	17	7	0	7	0	0	0	0	0	10	5	0	1	0	1	0	0	0	0	0	1	2	0	58.8235294117647	29.4117647058824	0	5.88235294117647	0	5	0	0	0	1	0
118	heptanal	114.21	5.19136363636364	11.4024	21.5125	12.7843	25.1158	0.518290909090909	0.977840909090909	0.581104545454545	1.14162727272727	0.25	22	8	2	21	7	1	8	5	0.238095238095238	1	0	0	14	7	0	1	0	0	0	0	0	0	0	0	1	0	63.6363636363636	31.8181818181818	0	4.54545454545455	0	6	1	0	0	1	0
119	4-heptenal	112.19	5.6095	10.8756	19.6289	12.0229	22.7006	0.54378	0.981445	0.601145	1.13503	0.25	20	8	2	19	7	2	9	4	0.210526315789474	2	0	0	12	7	0	1	0	0	0	0	0	0	0	0	1	0	60	35	0	5	0	4	3	0	0	1	0
120	bornylmethylether	168.31	5.25968749999999	16.9828	31.1633	19.0685	36.3614	0.5307125	0.973853125	0.595890625	1.13629375	0.196969696969697	32	12	4	33	13	0	13	1	0.0303030303030303	0	0	0	20	11	0	1	0	0	0	0	0	0	0	0	1	0	62.5	34.375	0	3.125	0	11	0	0	0	1	0
121	dimethylpyrazine	108.16	6.76	9.6232	15.8544	10.2956	18.2422	0.60145	0.9909	0.643475	1.1401375	0.285714285714286	16	8	2	16	8	6	11	0	0	0	0	6	8	6	2	0	0	0	0	0	0	0	0	0	2	0	50	37.5	12.5	0	0	2	4	0	6	1	0
122	dimethylpyrazine	108.16	6.76	9.6232	15.8544	10.2956	18.2422	0.60145	0.9909	0.643475	1.1401375	0.285714285714286	16	8	2	16	8	6	11	0	0	0	0	6	8	6	2	0	0	0	0	0	0	0	0	0	2	0	50	37.5	12.5	0	0	2	4	0	6	1	0
123	ethylpyrazine	108.16	6.76	9.6232	15.8544	10.2956	18.2422	0.60145	0.9909	0.643475	1.1401375	0.285714285714286	16	8	1	16	8	6	11	1	0.0625	0	0	6	8	6	2	0	0	0	0	0	0	0	0	0	2	0	50	37.5	12.5	0	0	2	4	0	6	1	0
124	caproicacid	116.18	5.809	10.5904	19.9562	11.4774	22.91	0.52952	0.99781	0.57387	1.1455	0.25	20	8	3	19	7	1	8	4	0.210526315789474	1	0	0	12	6	0	2	0	0	0	0	0	0	0	0	2	0	60	30	0	10	0	5	1	0	0	1	0
125	2,4-hexadienal	96.14	6.40933333333334	8.822	14.8617	9.5001	16.8702	0.588133333333334	0.99078	0.63334	1.12468	0.285714285714286	15	7	2	14	6	3	9	2	0.142857142857143	3	0	0	8	6	0	1	0	0	0	0	0	0	0	0	1	0	53.3333333333333	40	0	6.66666666666667	0	1	5	0	6	1	0
126	pentanoicacid	102.15	6.00882352941177	9.0636	17.0726	9.716	19.4948	0.533152941176471	1.00427058823529	0.571529411764706	1.14675294117647	0.285714285714286	17	7	3	16	6	1	7	3	0.1875	1	0	0	10	5	0	2	0	0	0	0	0	0	0	0	2	0	58.8235294117647	29.4117647058824	0	11.7647058823529	0	4	1	0	0	1	0
127	dimethylpyrazine	108.16	6.76	9.6232	15.8544	10.2956	18.2422	0.60145	0.9909	0.643475	1.1401375	0.285714285714286	16	8	2	16	8	6	11	0	0	0	0	6	8	6	2	0	0	0	0	0	0	0	0	0	2	0	50	37.5	12.5	0	0	2	4	0	6	1	0
128	4-methylhexanol	116.23	4.84291666666667	11.9292	23.3961	13.5457	27.531	0.49705	0.9748375	0.564404166666666	1.147125	0.25	24	8	3	23	7	0	7	4	0.173913043478261	0	0	0	16	7	0	1	0	0	0	0	0	0	0	0	1	0	66.6666666666667	29.1666666666667	0	4.16666666666667	0	7	0	0	0	1	0
129	1-cyclohexen-3-one	96.14	6.40933333333334	8.822	14.8617	9.5001	16.8702	0.588133333333334	0.99078	0.63334	1.12468	0.333333333333333	15	7	1	15	7	2	9	0	0	2	0	0	8	6	0	1	0	0	0	0	0	0	0	0	1	0	53.3333333333333	40	0	6.66666666666667	0	3	3	0	4	1	0
130	acetylpyrroline	111.16	6.53882352941177	9.8434	16.9635	10.5058	19.3685	0.579023529411765	0.997852941176471	0.617988235294117	1.13932352941176	0.285714285714286	17	8	2	17	8	2	10	0	0	2	0	0	9	6	1	1	0	0	0	0	0	0	0	0	2	0	52.9411764705882	35.2941176470588	5.88235294117647	5.88235294117647	0	3	3	0	0	1	0
131	nonane	128.29	4.42379310344828	14.268	27.836	16.614	33.152	0.492	0.959862068965518	0.572896551724137	1.1431724137931	0.222222222222222	29	9	2	28	8	0	8	6	0.214285714285714	0	0	0	20	9	0	0	0	0	0	0	0	0	0	0	0	0	68.9655172413793	31.0344827586207	0	0	0	9	0	0	0	1	0
132	methoxymethylbutanethiol	134.27	6.10318181818182	11.5895	21.5889	13.432	25.0358	0.526795454545455	0.981313636363637	0.610545454545454	1.13799090909091	0.25	22	8	3	21	7	0	7	4	0.19047619047619	0	0	0	14	6	0	1	0	1	0	0	0	0	0	1	2	0	63.6363636363636	27.2727272727273	0	4.54545454545455	0	6	0	0	0	1	0
133	ethylmercaptopropionate	134.22	7.45666666666667	10.2507	18.149	11.3637	20.4148	0.569483333333334	1.00827777777778	0.631316666666666	1.13415555555556	0.25	18	8	3	17	7	1	8	4	0.235294117647059	1	0	0	10	5	0	2	0	1	0	0	0	0	0	1	3	0	55.5555555555556	27.7777777777778	0	11.1111111111111	0	4	1	0	0	1	0
134	dimethylthiazole	113.2	8.08571428571429	8.7889	13.829	9.9376	15.6639	0.627778571428572	0.987785714285715	0.709828571428571	1.11885	0.333333333333333	14	7	2	14	7	5	9.5	0	0	0	0	5	7	5	1	0	0	1	0	0	0	0	0	1	2	0	50	35.7142857142857	7.14285714285714	0	0	2	3	0	5	1	0
135	dimethylsulfone	94.15	8.55909090909091	6.1971	11.3818	6.8409	12.5844	0.563372727272727	1.03470909090909	0.6219	1.14403636363636	0.4	11	5	4	10	4	2	6	0	0	2	0	0	6	2	0	2	0	1	0	0	0	0	0	1	3	0	54.5454545454545	18.1818181818182	0	18.1818181818182	0	2	0	0	0	1	0
136	hexanethiol	118.27	5.63190476190477	10.8747	20.2616	12.9775	23.8264	0.517842857142857	0.964838095238096	0.61797619047619	1.13459047619048	0.285714285714286	21	7	2	20	6	0	6	4	0.2	0	0	0	14	6	0	0	0	1	0	0	0	0	0	1	1	0	66.6666666666667	28.5714285714286	0	0	0	6	0	0	0	1	0
137	heptanol	116.23	4.84291666666667	11.9292	23.3961	13.5457	27.531	0.49705	0.9748375	0.564404166666666	1.147125	0.25	24	8	2	23	7	0	7	5	0.217391304347826	0	0	0	16	7	0	1	0	0	0	0	0	0	0	0	1	0	66.6666666666667	29.1666666666667	0	4.16666666666667	0	7	0	0	0	1	0
138	methylhexanoate	130.21	5.66130434782609	12.1172	22.8398	13.2388	26.3252	0.526834782608696	0.993034782608696	0.5756	1.14457391304348	0.222222222222222	23	9	3	22	8	1	9	5	0.227272727272727	1	0	0	14	7	0	2	0	0	0	0	0	0	0	0	2	0	60.8695652173913	30.4347826086957	0	8.69565217391304	0	6	1	0	0	1	0
139	methyldihydrofuranthiol	116.2	7.74666666666667	9.0091	14.9381	10.1478	16.7902	0.600606666666667	0.995873333333334	0.67652	1.11934666666667	0.333333333333333	15	7	2	15	7	1	8	0	0	1	0	0	8	5	0	1	0	1	0	0	0	0	0	1	2	0	53.3333333333333	33.3333333333333	0	6.66666666666667	0	3	2	0	0	1	0
140	methylthiazoline	103.21	6.88066666666667	8.3157	14.7126	9.699	17.0791	0.55438	0.98084	0.6466	1.13860666666667	0.4	15	6	1	15	6	1	7	0	0	1	0	0	9	4	1	0	0	1	0	0	0	0	0	1	2	0	60	26.6666666666667	6.66666666666667	0	0	3	1	0	0	1	0
141	2-ethylpyridine	107.17	6.30411764705883	10.1286	16.6362	11.0513	19.1591	0.5958	0.9786	0.650076470588235	1.12700588235294	0.285714285714286	17	8	1	17	8	6	11	1	0.0588235294117647	0	0	6	9	7	1	0	0	0	0	0	0	0	0	0	1	0	52.9411764705882	41.1764705882353	5.88235294117647	0	0	2	5	0	6	1	0
142	alpha-pinene	136.26	5.24076923076923	14.2144	25.0688	16.0912	29.3216	0.546707692307693	0.964184615384616	0.618892307692307	1.12775384615385	0.244444444444444	26	10	3	27	11	1	12	0	0	1	0	0	16	10	0	0	0	0	0	0	0	0	0	0	0	0	61.5384615384615	38.4615384615385	0	0	0	8	2	0	0	1	0
143	mercaptomethylpentanone	132.25	6.6125	11.0627	19.7053	12.6706	22.6206	0.553135	0.985265	0.633529999999999	1.13103	0.25	20	8	3	19	7	1	8	4	0.210526315789474	1	0	0	12	6	0	1	0	1	0	0	0	0	0	1	2	0	60	30	0	5	0	5	1	0	0	1	0
144	methyl-p-xylene	120.21	5.72428571428572	12.1608	20.3016	13.5684	23.4912	0.579085714285715	0.966742857142857	0.646114285714285	1.11862857142857	0.25	21	9	3	21	9	6	12	0	0	0	0	6	12	9	0	0	0	0	0	0	0	0	0	0	0	0	57.1428571428571	42.8571428571429	0	0	0	3	6	0	6	1	0
145	ethyl3-hydroxybutanoate	132.18	6.29428571428571	11.3052	21.2835	11.9319	24.1194	0.538342857142858	1.0135	0.568185714285714	1.14854285714286	0.222222222222222	21	9	4	20	8	1	9	4	0.2	1	0	0	12	6	0	3	0	0	0	0	0	0	0	0	3	0	57.1428571428571	28.5714285714286	0	14.2857142857143	0	5	1	0	0	1	0
146	butylisothiocyanate	115.22	7.20125	9.3157	15.7126	10.699	18.0791	0.58223125	0.9820375	0.6686875	1.12994375	0.285714285714286	16	7	2	15	6	2	8	3	0.2	2	0	0	9	5	1	0	0	1	0	0	0	0	0	1	2	0	56.25	31.25	6.25	0	0	4	0	1	0	1	0
147	alpha-thujene	136.26	5.24076923076923	14.2144	25.0688	16.0912	29.3216	0.546707692307693	0.964184615384616	0.618892307692307	1.12775384615385	0.244444444444444	26	10	3	27	11	1	12	1	0.037037037037037	1	0	0	16	10	0	0	0	0	0	0	0	0	0	0	0	0	61.5384615384615	38.4615384615385	0	0	0	8	2	0	0	1	0
148	2-pentanol	88.1700000000001	4.89833333333334	8.8756	17.6289	10.0229	20.7006	0.493088888888889	0.979383333333334	0.556827777777778	1.15003333333333	0.333333333333333	18	6	3	17	5	0	5	2	0.117647058823529	0	0	0	12	5	0	1	0	0	0	0	0	0	0	0	1	0	66.6666666666667	27.7777777777778	0	5.55555555555556	0	5	0	0	0	1	0
149	2-hepten-1-al	112.19	5.6095	10.8756	19.6289	12.0229	22.7006	0.54378	0.981445	0.601145	1.13503	0.25	20	8	2	19	7	2	9	4	0.210526315789474	2	0	0	12	7	0	1	0	0	0	0	0	0	0	0	1	0	60	35	0	5	0	4	3	0	4	1	0
150	heptenal	112.19	5.6095	10.8756	19.6289	12.0229	22.7006	0.54378	0.981445	0.601145	1.13503	0.25	20	8	2	19	7	2	9	4	0.210526315789474	2	0	0	12	7	0	1	0	0	0	0	0	0	0	0	1	0	60	35	0	5	0	4	3	0	4	1	0
151	benzaldehyde	106.13	7.58071428571429	9.2952	13.9781	9.7387	15.455	0.663942857142857	0.998435714285715	0.695621428571428	1.10392857142857	0.285714285714286	14	8	1	14	8	7	12	1	0.0714285714285714	1	0	6	6	7	0	1	0	0	0	0	0	0	0	0	1	0	42.8571428571429	50	0	7.14285714285714	0	0	7	0	8	1	0
152	heptanol	116.23	4.84291666666667	11.9292	23.3961	13.5457	27.531	0.49705	0.9748375	0.564404166666666	1.147125	0.25	24	8	2	23	7	0	7	5	0.217391304347826	0	0	0	16	7	0	1	0	0	0	0	0	0	0	0	1	0	66.6666666666667	29.1666666666667	0	4.16666666666667	0	7	0	0	0	1	0
153	methionol	106.21	6.638125	8.5359	15.8217	9.9092	18.2054	0.53349375	0.98885625	0.619325	1.1378375	0.333333333333333	16	6	2	15	5	0	5	3	0.2	0	0	0	10	4	0	1	0	1	0	0	0	0	0	1	2	0	62.5	25	0	6.25	0	4	0	0	0	1	0
154	octanone	128.24	5.1296	12.9292	24.3961	14.5457	28.531	0.517168000000001	0.975844	0.581827999999999	1.14124	0.222222222222222	25	9	3	24	8	1	9	5	0.208333333333333	1	0	0	16	8	0	1	0	0	0	0	0	0	0	0	1	0	64	32	0	4	0	7	1	0	0	1	0
155	dimethyltrisulfide	126.29	11.4809090909091	7.1417	10.88	9.2273	12.0056	0.649245454545454	0.989090909090909	0.838845454545454	1.09141818181818	0.4	11	5	2	10	4	0	4	2	0.2	0	0	0	6	2	0	0	0	3	0	0	0	0	0	3	3	0	54.5454545454545	18.1818181818182	0	0	0	2	0	0	0	1	0
156	3-mercaptothiophene	116.22	11.622	7.4278	9.92	8.8182	10.6704	0.74278	0.992	0.88182	1.06704	0.4	10	6	1	10	6	5	8.5	0	0	0	0	5	4	4	0	0	0	2	0	0	0	0	0	2	2	0	40	40	0	0	0	0	4	0	5	1	0
157	ethylisohexanoate	144.24	5.5476923076923	13.644	25.7234	15.0002	29.7404	0.524769230769231	0.989361538461539	0.576930769230769	1.14386153846154	0.2	26	10	4	25	9	1	10	5	0.2	1	0	0	16	8	0	2	0	0	0	0	0	0	0	0	2	0	61.5384615384615	30.7692307692308	0	7.69230769230769	0	7	1	0	0	1	0
158	dimethylfuranthiol	128.21	8.013125	10.0091	15.9381	11.1478	17.7902	0.62556875	0.99613125	0.6967375	1.1118875	0.285714285714286	16	8	3	16	8	5	10.5	0	0	0	0	5	8	6	0	1	0	1	0	0	0	0	0	1	2	0	50	37.5	0	6.25	0	2	4	0	5	1	0
159	4-methylthio-2-butanone	118.22	6.95411764705883	9.5359	16.8217	10.9092	19.2054	0.560935294117647	0.989511764705883	0.641717647058823	1.12972941176471	0.285714285714286	17	7	3	16	6	1	7	3	0.1875	1	0	0	10	5	0	1	0	1	0	0	0	0	0	1	2	0	58.8235294117647	29.4117647058824	0	5.88235294117647	0	4	1	0	0	1	0
160	methyldihydrothiophenone	116.2	7.74666666666667	9.0091	14.9381	10.1478	16.7902	0.600606666666667	0.995873333333334	0.67652	1.11934666666667	0.333333333333333	15	7	2	15	7	2	9	0	0	2	0	0	8	5	0	1	0	1	0	0	0	0	0	1	2	0	53.3333333333333	33.3333333333333	0	6.66666666666667	0	3	2	0	4	1	0
161	mercaptomethylbutanol	120.24	6.32842105263158	10.0627	18.7053	11.6706	21.6206	0.529615789473684	0.984489473684211	0.614242105263157	1.13792631578947	0.285714285714286	19	7	3	18	6	0	6	3	0.166666666666667	0	0	0	12	5	0	1	0	1	0	0	0	0	0	1	2	0	63.1578947368421	26.3157894736842	0	5.26315789473684	0	5	0	0	0	1	0
162	octenone	126.22	5.48782608695653	12.4024	22.5125	13.7843	26.1158	0.539234782608696	0.978804347826087	0.599317391304347	1.13546956521739	0.222222222222222	23	9	3	22	8	2	10	4	0.181818181818182	2	0	0	14	8	0	1	0	0	0	0	0	0	0	0	1	0	60.8695652173913	34.7826086956522	0	4.34782608695652	0	5	3	0	4	1	0
163	(E)-2-penten-1-ol	86.15	5.384375	8.3488	15.7453	9.2615	18.2854	0.5218	0.98408125	0.57884375	1.1428375	0.333333333333333	16	6	2	15	5	1	6	2	0.133333333333333	1	0	0	10	5	0	1	0	0	0	0	0	0	0	0	1	0	62.5	31.25	0	6.25	0	3	2	0	0	1	0
